cohort,level,role,dest,original_name,hash,src_path,sheet_counts,note,master_doc_candidate
Cohort5,CM1,sources,Cohort5\CM1\sources\C5_CM1_BaseDeDonnees_IntCtrl_931_743.xlsx,C6_CM2_PairMatching.xlsx,f7eb9ca82d,C:\Users\me\Desktop\HilinMu_Cohort_6_Data\HilinMu_C6_CM2_Data_SourceFiles\C6_CM2_PairMatching.xlsx,Matching 2023:37; Base de donnée intervention:927; Base de donnée controle :742,Full C5 CM1 DB (931 int / 743 ctrl) + Matching 2023. Matching tab also feeds C6 (see PROXY).,TRUE
Cohort5,CM1,sources,Cohort5\CM1\sources\Suivi Base Phase pilote CM1.2022.xlsx,Suivi Base Phase pilote CM1.2022.xlsx,80c0c09fc3,C:\Users\me\Downloads\Suivi Base Phase pilote CM1.2022.xlsx,1. Base de donnée Intervention:75,C5 CM1 pilot (Louloubi/Kadata/Barouana).,FALSE
Cohort5,CM1,sources,Cohort5\CM1\sources\C5_CM1_Pilote_Suivi.xlsx,Suivi Base Phase pilote CM1.2022.xlsx,80c0c09fc3,C:\Users\me\Downloads\Suivi Base Phase pilote CM1.2022.xlsx,1. Base de donnée Intervention:75,C5 CM1 pilot (Louloubi/Kadata/Barouana).,FALSE
Cohort5,CM2,sources,Cohort5\CM2\sources\2023-08-10 Base Phase Pilote CM2(3).xlsx,2023-08-10 Base Phase Pilote CM2(3).xlsx,3ff9dfcfa7,C:\Users\me\Downloads\2023-08-10 Base Phase Pilote CM2(3).xlsx,Groupe Intervention :82; Groupe Temoin :62; Matching 2023:5,CANONICAL C5 CM2. Verified: 'Situation (fin d'annee)' + 'Suivi des filles' (college) populated.,FALSE
Cohort5,CM2,sources,Cohort5\CM2\sources\C5_CM2_BasePhasePilote_EOY_CollegeTracking.xlsx,2023-08-10 Base Phase Pilote CM2(3).xlsx,3ff9dfcfa7,C:\Users\me\Downloads\2023-08-10 Base Phase Pilote CM2(3).xlsx,Groupe Intervention :82; Groupe Temoin :62; Matching 2023:5,CANONICAL C5 CM2. Verified: 'Situation (fin d'annee)' + 'Suivi des filles' (college) populated.,TRUE
Cohort5,CM2,sources,Cohort5\CM2\sources\HilinMu_C5_CM2_All_Complete.xlsx,HilinMu_C5_CM2_All_Complete.xlsx,914b14e848,C:\Users\me\Desktop\HilinMu_Cohort_5_Data\HilinMu_C5_CM2_Data_SourceFiles\HilinMu_C5_CM2_All_Complete.xlsx,Groupe Intervention :87; Groupe Temoin :63; Matching 2023:5,Prior pick; EOY column could not be confirmed. Provenance only.,FALSE
Cohort5,CM2,sources,Cohort5\CM2\sources\C5_CM2_All_Complete_provenance.xlsx,HilinMu_C5_CM2_All_Complete.xlsx,914b14e848,C:\Users\me\Desktop\HilinMu_Cohort_5_Data\HilinMu_C5_CM2_Data_SourceFiles\HilinMu_C5_CM2_All_Complete.xlsx,Groupe Intervention :87; Groupe Temoin :63; Matching 2023:5,Prior pick; EOY column could not be confirmed. Provenance only.,FALSE
Cohort6,CM1,sources,Cohort6\CM1\sources\C6 Filles CM1 situation fin d'année.xlsx,C6 Filles CM1 situation fin d'année.xlsx,a36717848d,C:\Users\me\Downloads\C6 Filles CM1 situation fin d'année.xlsx,Sheet1:1412; Sheet2:12,"CANONICAL C6 CM1 (1,414 girls, all communes, EOY status).",FALSE
Cohort6,CM1,sources,Cohort6\CM1\sources\C6_CM1_SituationFinAnnee_AllCommunes.xlsx,C6 Filles CM1 situation fin d'année.xlsx,a36717848d,C:\Users\me\Downloads\C6 Filles CM1 situation fin d'année.xlsx,Sheet1:1412; Sheet2:12,"CANONICAL C6 CM1 (1,414 girls, all communes, EOY status).",TRUE
Cohort6,CM1,sources,Cohort6\CM1\sources\Marcus Edits 2023-2024 Hilin Mu CM1 BASE DE DONNEE 6 cohorte 062824.xlsx,Marcus Edits 2023-2024 Hilin Mu CM1 BASE DE DONNEE 6 cohorte 062824.xlsx,0b4decf711,C:\Users\me\Downloads\Marcus Final RCT Data Updates\Marcus Final RCT Data Updates\2023-2024 Cohort 6 CM1_CM2 Base De Donnee\Marcus Edits 2023-2024 Hilin Mu CM1 BASE DE DONNEE 6 cohorte 062824.xlsx,1. Base de donnée Hilin Mu CM1:556,Marcus-cleaned C6 CM1 base. Supplementary.,FALSE
Cohort6,CM1,sources,Cohort6\CM1\sources\C6_CM1_Marcus_BaseDeDonnees.xlsx,Marcus Edits 2023-2024 Hilin Mu CM1 BASE DE DONNEE 6 cohorte 062824.xlsx,0b4decf711,C:\Users\me\Downloads\Marcus Final RCT Data Updates\Marcus Final RCT Data Updates\2023-2024 Cohort 6 CM1_CM2 Base De Donnee\Marcus Edits 2023-2024 Hilin Mu CM1 BASE DE DONNEE 6 cohorte 062824.xlsx,1. Base de donnée Hilin Mu CM1:556,Marcus-cleaned C6 CM1 base. Supplementary.,TRUE
Cohort7,CM1,sources,Cohort7\CM1\sources\CM1_Consolidated2 121425.xlsx,CM1_Consolidated2 121425.xlsx,37b5f6affa,C:\Users\me\Downloads\CM1_Consolidated2 121425.xlsx,CM1_Consolidated2:3079,Superseded by TX+CTRL canonical. Provenance.,FALSE
Cohort7,CM1,sources,Cohort7\CM1\sources\C7_CM1_Consolidated_PrePost_provenance.xlsx,CM1_Consolidated2 121425.xlsx,37b5f6affa,C:\Users\me\Downloads\CM1_Consolidated2 121425.xlsx,CM1_Consolidated2:3079,Superseded by TX+CTRL canonical. Provenance.,FALSE
Cohort7,CM1,sources,Cohort7\CM1\sources\Données compilées Pré-test_Post-test CM1 et CM2 Hilin Mu C7 .xlsx,Données compilées Pré-test_Post-test CM1 et CM2 Hilin Mu C7 .xlsx,32cf369f2e,C:\Users\me\Downloads\Données compilées Pré-test_Post-test CM1 et CM2 Hilin Mu C7 .xlsx,CM1:2303; CM2:1277,Superseded by TX+CTRL canonical. Provenance.,FALSE
Cohort7,CM1,sources,Cohort7\CM1\sources\C7_CM1_Donnees_Compilees_PrePost_provenance.xlsx,Données compilées Pré-test_Post-test CM1 et CM2 Hilin Mu C7 .xlsx,32cf369f2e,C:\Users\me\Downloads\Données compilées Pré-test_Post-test CM1 et CM2 Hilin Mu C7 .xlsx,CM1:2303; CM2:1277,Superseded by TX+CTRL canonical. Provenance.,FALSE
Cohort7,CM1,sources,Cohort7\CM1\sources\Compilation données Note et situation fille Hilin Mu C7.xlsx,Compilation données Note et situation fille Hilin Mu C7.xlsx,6a9ce34ca6,C:\Users\me\Downloads\Compilation données Note et situation fille Hilin Mu C7.xlsx,CM1:2257; CM2:1294,C7 CM1 note+situation (CM1 2257 / CM2 1294). Provenance.,FALSE
Cohort7,CM1,sources,Cohort7\CM1\sources\C7_CM1_Compilation_Note_Situation_provenance.xlsx,Compilation données Note et situation fille Hilin Mu C7.xlsx,6a9ce34ca6,C:\Users\me\Downloads\Compilation données Note et situation fille Hilin Mu C7.xlsx,CM1:2257; CM2:1294,C7 CM1 note+situation (CM1 2257 / CM2 1294). Provenance.,FALSE
Cohort7,CM1,sources,Cohort7\CM1\sources\Les données de LFF Hilin Mu IEP de Tchadoua ( 2025).xlsx,Les données de LFF Hilin Mu IEP de Tchadoua ( 2025).xlsx,c203db66cc,C:\Users\me\Downloads\Les données de LFF Hilin Mu IEP de Tchadoua ( 2025).xlsx,ECOLES INTERVENTION:348; ECOLES CONTROLES:248; Liste classement écoles interve:13; Analyse Tchadoua CM1 :3; Graphique des resultats:32,C7 CM1 Tchadoua outcomes.,FALSE
Cohort7,CM1,sources,Cohort7\CM1\sources\C7_CM1_Tchadoua.xlsx,Les données de LFF Hilin Mu IEP de Tchadoua ( 2025).xlsx,c203db66cc,C:\Users\me\Downloads\Les données de LFF Hilin Mu IEP de Tchadoua ( 2025).xlsx,ECOLES INTERVENTION:348; ECOLES CONTROLES:248; Liste classement écoles interve:13; Analyse Tchadoua CM1 :3; Graphique des resultats:32,C7 CM1 Tchadoua outcomes.,FALSE
Cohort7,CM1,sources,Cohort7\CM1\sources\Résultats pré-test CM1 et CM2 HILIN MU cohorte 7 Intervention & Controle.xlsx,Résultats pré-test CM1 et CM2 HILIN MU cohorte 7 Intervention & Controle.xlsx,e53b4decf3,C:\Users\me\Downloads\Résultats pré-test CM1 et CM2 HILIN MU cohorte 7 Intervention & Controle.xlsx,Groupe intervention CM1 :1298; Groupe intervention CM2:720; Groupe contrôle  CM1:1010; Groupe contrôle CM2:515; Graphiques:60; 20 ecoless Tchadoua:518; Feuil1:0,C7 pre-test only (CM1 1298 int / 1010 ctrl) + CM2. Provenance.,FALSE
Cohort7,CM1,sources,Cohort7\CM1\sources\C7_CM1_CM2_PreTest_IntCtrl_provenance.xlsx,Résultats pré-test CM1 et CM2 HILIN MU cohorte 7 Intervention & Controle.xlsx,e53b4decf3,C:\Users\me\Downloads\Résultats pré-test CM1 et CM2 HILIN MU cohorte 7 Intervention & Controle.xlsx,Groupe intervention CM1 :1298; Groupe intervention CM2:720; Groupe contrôle  CM1:1010; Groupe contrôle CM2:515; Graphiques:60; 20 ecoless Tchadoua:518; Feuil1:0,C7 pre-test only (CM1 1298 int / 1010 ctrl) + CM2. Provenance.,FALSE
Cohort7,CM2,sources,Cohort7\CM2\sources\C7_Pair_Matching.xlsx,C7_Pair_Matching.xlsx,3db7ac5563,C:\Users\me\Downloads\C7_Pair_Matching.xlsx,C7 Pair Matching:53; Source:2,Clean 53-row matching table (better than the .docx).,FALSE
Cohort7,CM2,sources,Cohort7\CM2\sources\C7_CM2_PairMatching_clean_spreadsheet.xlsx,C7_Pair_Matching.xlsx,3db7ac5563,C:\Users\me\Downloads\C7_Pair_Matching.xlsx,C7 Pair Matching:53; Source:2,Clean 53-row matching table (better than the .docx).,TRUE
_built,-,built,_built\Hilin_Mu_Master_C4_C7.xlsx,Hilin_Mu_Master_C4_C7.xlsx,0ccc00c4d4,C:\Users\me\Downloads\Hilin_Mu_Master_C4_C7.xlsx,Paired Master:241; C4 SubMaster:63; C5 SubMaster:7; C6 SubMaster:66; C7 SubMaster:46,Compiled paired master C4-C7.,FALSE
_built,-,built,_built\Hilin_Mu_MasterDoc_Compiled.xlsx,Hilin_Mu_MasterDoc_Compiled.xlsx,5ad7cff33b,C:\Users\me\Downloads\Hilin_Mu_MasterDoc_Compiled.xlsx,School Panel (All Cohorts):185; Data Availability:8; All Pair Matchings:121; Data Sources & Notes:7,Compiled master doc (185-school panel).,FALSE
_shared,-,reference,_shared\School_Name_Review_By_Commune_2.xlsx,School_Name_Review_By_Commune_2.xlsx,a1092e6d8d,C:\Users\me\Downloads\School_Name_Review_By_Commune_2.xlsx,By Commune:277; Instructions:15,School-name canonicalization worksheet.,FALSE
_shared,-,reference,_shared\School_Name_Review_By_Commune.xlsx,School_Name_Review_By_Commune_2.xlsx,a1092e6d8d,C:\Users\me\Downloads\School_Name_Review_By_Commune_2.xlsx,By Commune:277; Instructions:15,School-name canonicalization worksheet.,FALSE
_shared,-,reference,_shared\Antoine_s_Copy_of_LFF_Hilin_Mu_historical_data_for_RCT_evaluation_UCB_1.xlsx,Antoine_s_Copy_of_LFF_Hilin_Mu_historical_data_for_RCT_evaluation_UCB_1.xlsx,27dbdb07b7,C:\Users\me\Downloads\Antoine_s_Copy_of_LFF_Hilin_Mu_historical_data_for_RCT_evaluation_UCB_1.xlsx,Working Core Sheet:476; Metric Definitions:21; Sheet11:0; test:19; table for report:8; raw data:17; Core Sheet:293; Sheet6:45; Chevauchement HMHM C5:41; Filles pour C8:2,Original LFF historical CM2 data + metric definitions (fuller 1141-row copy).,FALSE
_shared,-,reference,_shared\LFF_historical_data_UCB.xlsx,Antoine_s_Copy_of_LFF_Hilin_Mu_historical_data_for_RCT_evaluation_UCB_1.xlsx,27dbdb07b7,C:\Users\me\Downloads\Antoine_s_Copy_of_LFF_Hilin_Mu_historical_data_for_RCT_evaluation_UCB_1.xlsx,Working Core Sheet:476; Metric Definitions:21; Sheet11:0; test:19; table for report:8; raw data:17; Core Sheet:293; Sheet6:45; Chevauchement HMHM C5:41; Filles pour C8:2,Original LFF historical CM2 data + metric definitions (fuller 1141-row copy).,FALSE
Cohort7,CM1,sources,Cohort7\CM1\sources\CM1 Resultats fin d'année Hilin Mu C7 121425.xlsx,CM1 Resultats fin d'année Hilin Mu C7 121425.xlsx,100e3cc4ed,C:\Users\me\Downloads\CM1 Resultats fin d'année Hilin Mu C7 121425.xlsx,CM1:2255,C7 CM1 year-end academic results (glob-resolved).,FALSE
Cohort7,CM1,sources,Cohort7\CM1\sources\C7_CM1_Resultats_FinAnnee.xlsx,CM1 Resultats fin d'année Hilin Mu C7 121425.xlsx,100e3cc4ed,C:\Users\me\Downloads\CM1 Resultats fin d'année Hilin Mu C7 121425.xlsx,CM1:2255,C7 CM1 year-end academic results (glob-resolved).,FALSE
Cohort7,CM1,sources,Cohort7\CM1\sources\CM1 Pré-test_Post-test Hilin Mu C7(1).xlsx,CM1 Pré-test_Post-test Hilin Mu C7(1).xlsx,c9cdd459b3,C:\Users\me\Downloads\CM1 Pré-test_Post-test Hilin Mu C7(1).xlsx,CM1:2301; HMCM1:2301,C7 CM1 pre/post tests (glob-resolved). Provenance.,FALSE
Cohort7,CM1,sources,Cohort7\CM1\sources\C7_CM1_PrePost_Tests_provenance.xlsx,CM1 Pré-test_Post-test Hilin Mu C7(1).xlsx,c9cdd459b3,C:\Users\me\Downloads\CM1 Pré-test_Post-test Hilin Mu C7(1).xlsx,CM1:2301; HMCM1:2301,C7 CM1 pre/post tests (glob-resolved). Provenance.,FALSE
Cohort7,CM1,sources,Cohort7\CM1\sources\Hilin Mu C7 CM1 (TX & CTRL) prepost-tests.xlsx,Hilin Mu C7 CM1 (TX & CTRL) prepost-tests.xlsx,01a8746c3d,C:\Users\me\Downloads\Hilin Mu C7 CM1 (TX & CTRL) prepost-tests.xlsx,HMCM1C7:2349; CM1 charts:25; Sheet2:1058,"CANONICAL C7 CM1: 2345 girls (1287 int/1058 ctrl), pre+post+status25 populated. Drop footer rows lacking groupIC2 (SD/count summaries) on merge.",FALSE
Cohort7,CM1,sources,Cohort7\CM1\sources\C7_CM1_TX_CTRL_prepost_status_CANONICAL.xlsx,Hilin Mu C7 CM1 (TX & CTRL) prepost-tests.xlsx,01a8746c3d,C:\Users\me\Downloads\Hilin Mu C7 CM1 (TX & CTRL) prepost-tests.xlsx,HMCM1C7:2349; CM1 charts:25; Sheet2:1058,"CANONICAL C7 CM1: 2345 girls (1287 int/1058 ctrl), pre+post+status25 populated. Drop footer rows lacking groupIC2 (SD/count summaries) on merge.",TRUE
Cohort7,CM2,sources,Cohort7\CM2\sources\Hilin Mu C7 CM2 (TX & CTRL) prepost-tests.xlsx,Hilin Mu C7 CM2 (TX & CTRL) prepost-tests.xlsx,e544eb547d,C:\Users\me\Downloads\Hilin Mu C7 CM2 (TX & CTRL) prepost-tests.xlsx,CM2 Intrv + Ctrl:1381; graphs:20; Groupe intervention CM2:714; Td'A Intrv:6; Groupe Controle CM2:667,"C7 CM2 merged (1381 rows, incl. mentor-name column). Compare vs folder file on merge.",FALSE
Cohort7,CM2,sources,Cohort7\CM2\sources\C7_CM2_TX_CTRL_prepost_mentor.xlsx,Hilin Mu C7 CM2 (TX & CTRL) prepost-tests.xlsx,e544eb547d,C:\Users\me\Downloads\Hilin Mu C7 CM2 (TX & CTRL) prepost-tests.xlsx,CM2 Intrv + Ctrl:1381; graphs:20; Groupe intervention CM2:714; Td'A Intrv:6; Groupe Controle CM2:667,"C7 CM2 merged (1381 rows, incl. mentor-name column). Compare vs folder file on merge.",TRUE
Cohort6,CM2,sources,Cohort6\CM2\sources\C6_CM2_Djirataoua_Control_CollegeTracking.xlsx,C6_CM2_Djirataoua_Control_CollegeTracking.xlsx,1ba5e3e690,C:\Users\me\Desktop\HilinMu_Cohort_6_Data\HilinMu_C6_CM2_Data_SourceFiles\C6_CM2_Djirataoua_Control_CollegeTracking.xlsx,CM2:224; CM1:177; situation au niveau secondaire:35,Already-renamed canonical file.,TRUE
Cohort6,CM2,sources,Cohort6\CM2\sources\C6_CM2_Djirataoua_Control_EOY_Status_GovScores.xlsx,C6_CM2_Djirataoua_Control_EOY_Status_GovScores.xlsx,6ea4231470,C:\Users\me\Desktop\HilinMu_Cohort_6_Data\HilinMu_C6_CM2_Data_SourceFiles\C6_CM2_Djirataoua_Control_EOY_Status_GovScores.xlsx,CM1:184; CM2:231; CM1 & CM2 Metrics:21,Already-renamed canonical file.,TRUE
Cohort6,CM2,sources,Cohort6\CM2\sources\C6_CM2_Djirataoua_Interv_CollegeTracking.xlsx,C6_CM2_Djirataoua_Interv_CollegeTracking.xlsx,fcc2f23f10,C:\Users\me\Desktop\HilinMu_Cohort_6_Data\HilinMu_C6_CM2_Data_SourceFiles\C6_CM2_Djirataoua_Interv_CollegeTracking.xlsx,SITUATION GLOBALE IEPP:13; NOMBRE_%:21; LISTE FILLES CM2:145; Inscription:91; LISTE CM1:201; Sheet1:0,Already-renamed canonical file.,TRUE
Cohort6,CM2,sources,Cohort6\CM2\sources\C6_CM2_Djirataoua_Interv_EOY_Status_GovScores.xlsx,C6_CM2_Djirataoua_Interv_EOY_Status_GovScores.xlsx,52f4dee1c3,C:\Users\me\Desktop\HilinMu_Cohort_6_Data\HilinMu_C6_CM2_Data_SourceFiles\C6_CM2_Djirataoua_Interv_EOY_Status_GovScores.xlsx,SITUATION GLOBALE IEPP:6; LISTE CM1:200; LISTE FILLES CM2:144; CM1 & CM2 Metrics:20,Already-renamed canonical file.,TRUE
Cohort6,CM2,sources,Cohort6\CM2\sources\C6_CM2_Interv_Pre_Post_TestScores.xlsx,C6_CM2_Interv_Pre_Post_TestScores.xlsx,bfbdb701dc,C:\Users\me\Desktop\HilinMu_Cohort_6_Data\HilinMu_C6_CM2_Data_SourceFiles\C6_CM2_Interv_Pre_Post_TestScores.xlsx,1. Base de donnée HILIN MU CM2 :823,Already-renamed canonical file.,TRUE
Cohort6,CM2,sources,Cohort6\CM2\sources\C6_CM2_Sae_Saboua_Control_EOY_Status_GovScores.xlsx,C6_CM2_Sae_Saboua_Control_EOY_Status_GovScores.xlsx,d6816e1b72,C:\Users\me\Desktop\HilinMu_Cohort_6_Data\HilinMu_C6_CM2_Data_SourceFiles\C6_CM2_Sae_Saboua_Control_EOY_Status_GovScores.xlsx,CM1:158; CM2:343; CM1 & CM2 Metrics:21,Already-renamed canonical file.,TRUE
Cohort6,CM2,sources,Cohort6\CM2\sources\C6_CM2_Sae_Saboua_Interv_EOY_Status_GovScores.xlsx,C6_CM2_Sae_Saboua_Interv_EOY_Status_GovScores.xlsx,369c138b84,C:\Users\me\Desktop\HilinMu_Cohort_6_Data\HilinMu_C6_CM2_Data_SourceFiles\C6_CM2_Sae_Saboua_Interv_EOY_Status_GovScores.xlsx,CM1:146; CM2:298; CM1 & CM2 Metrics:24,Already-renamed canonical file.,TRUE
Cohort6,CM2,sources,Cohort6\CM2\sources\C6_CM2_Safo_Control_CollegeTracking.xlsx,C6_CM2_Safo_Control_CollegeTracking.xlsx,a5a0e610bc,C:\Users\me\Desktop\HilinMu_Cohort_6_Data\HilinMu_C6_CM2_Data_SourceFiles\C6_CM2_Safo_Control_CollegeTracking.xlsx,CM2:77; CM1:77; Situation au college:27,Already-renamed canonical file.,TRUE
Cohort6,CM2,sources,Cohort6\CM2\sources\C6_CM2_Safo_Control_EOY_Status_GovScores.xlsx,C6_CM2_Safo_Control_EOY_Status_GovScores.xlsx,c44fc8dc25,C:\Users\me\Desktop\HilinMu_Cohort_6_Data\HilinMu_C6_CM2_Data_SourceFiles\C6_CM2_Safo_Control_EOY_Status_GovScores.xlsx,CM1:79; CM2:72; CM1 & CM2 Metrics:14; Feuil1:82,Already-renamed canonical file.,TRUE
Cohort6,CM2,sources,Cohort6\CM2\sources\C6_CM2_Safo_Interv_EOY_Status_GovScores.xlsx,C6_CM2_Safo_Interv_EOY_Status_GovScores.xlsx,750fe7a28d,C:\Users\me\Desktop\HilinMu_Cohort_6_Data\HilinMu_C6_CM2_Data_SourceFiles\C6_CM2_Safo_Interv_EOY_Status_GovScores.xlsx,Notes des filles des CM:78; CM1:45; CM2:66; CM1 & CM2 Metrics:12,Already-renamed canonical file.,TRUE
Cohort6,CM2,sources,Cohort6\CM2\sources\C6_CM2_Tibiri_Control_CollegeTracking.xlsx,C6_CM2_Tibiri_Control_CollegeTracking.xlsx,f92abb2619,C:\Users\me\Desktop\HilinMu_Cohort_6_Data\HilinMu_C6_CM2_Data_SourceFiles\C6_CM2_Tibiri_Control_CollegeTracking.xlsx,CM2:283; CM1:292; situation des filles secondaire:56,Already-renamed canonical file.,TRUE
Cohort6,CM2,sources,Cohort6\CM2\sources\C6_CM2_Tibiri_Control_EOY_Status_GovScores.xlsx,C6_CM2_Tibiri_Control_EOY_Status_GovScores.xlsx,683a6eab43,C:\Users\me\Desktop\HilinMu_Cohort_6_Data\HilinMu_C6_CM2_Data_SourceFiles\C6_CM2_Tibiri_Control_EOY_Status_GovScores.xlsx,CM1:307; CM2:282; CM1 & CM2 Metrics:23,Already-renamed canonical file.,TRUE
Cohort6,CM2,sources,Cohort6\CM2\sources\C6_CM2_Tibiri_Interv_EOY_Status_GovScores.xlsx,C6_CM2_Tibiri_Interv_EOY_Status_GovScores.xlsx,93c783786a,C:\Users\me\Desktop\HilinMu_Cohort_6_Data\HilinMu_C6_CM2_Data_SourceFiles\C6_CM2_Tibiri_Interv_EOY_Status_GovScores.xlsx,MD Résultats CM1:369; MD CM1 Syntheses:15; MD Résultats CM2:325; Original CM2 Synthèse:23; CM1 & CM2 Metrics:32,Already-renamed canonical file.,TRUE
